path,text
segment_audio\09_01_032241_211015_SD_seg001.wav,저는 그냥 물을 거의 안 먹는 편이에요 그래서 물 먹는 그런 흉내라도 좀 내려고 발포 비타민 같은 걸 사서 물에 타서 먹고 그러는데 그냥 물이 몸에 좋다고는 하는 걸 듣기는 했는데 막상 물만 먹으려면 좀 별로 내키지가 않아서 수분 섭취량이 별로 높지가 않은 것 같기는 해요.
segment_audio\09_01_032241_211015_SD_seg002.wav,그러시군요. 저 같은 경우는 이제 음료수나 이런 거를 마시면 목이 뭔가 되게 끈적거리고 되게 불편한 느낌이라서 그래서 뭔가 그런 걸 마시는 걸 그렇게 좋아하지는 않는 편인데 뭔가를 마시고 싶을 때는 거의 물을 마시는 것 같고 다른 걸 마시더라도 이온 음료 정도 그렇게 마시는 것 같아요. 이온 음료나 차종류 이렇게 많이 마시는데. 사실 뭔가 다른 음료수나 정말 청량음료 이런 그런달달한 다른 그런 음료들을 마실 때는 보통 이제 단계 단기거나 그럴 때인 것 같아요. 저는 아무래도 그냥 생수가 더 좋더라고요 그리고 또 찬물도 그렇게 좋아하지 않는데 찬물을 먹고 나면. 뭔가 제가. 이가 시리기도  한 느낌이 드는 것 같고 입안이 차가워지고 몸 전체가 되게 차가워지는 느낌이. 좀 싫더라고요. 저는 더위를 많이 안 타고 추위를 많이 타는 편인데 그래서 몸이 차가워지는 거야그렇게 좋아하지 않는 것 같아요. 그래서 물도 뜨거운 물은 또 너무 이제 그 뜨거운 물에서 나오는 수증기 이런 느낌을 좋아하기는 하는데 뜨거운 물을 먹으면 혀를 데기도 하고 그렇게 좋지는 않다고 들었거든요 뜨거운 물도. 그래서 저는 미지근한 물을 자주 마시는 편이에요.
segment_audio\09_01_032241_211015_SD_seg003.wav,저는 여기서도 제 성격이 드러난 것 같은 게 예를 들어서 오전에 시럽이 들어 있지 않은 아메리카노를 마셨다면 오후에는 시럽이 들어 있는 아메리카노를 마시고. 오전에 보리차를 마셨다면 오후에는 알포 비타민이 섞인 물을 마시고 이런 식으로 계속 다른 거를 마시는 것 같아요. 정말 이렇게 계속 다른 걸 좋아하다가 정말 다른 거를 하다 죽어버릴 것만 같은 생각이 들기도하는데. 다양한 게 좋은 걸 어떻게 해야 될지 도무지 모르겠지만 아무튼 물을 많이 먹어서 나쁠 건 없을 것 같은데 그런 습관을 만드는 게 진짜 쉽지 않은 것 같아요.
segment_audio\09_01_032241_211015_SD_seg004.wav,그쵸. 근데 뭔가 저는 물을 안 마신다거나 하면 목이 건조해지고 몸이 건조해지고 이런 느낌을 그렇게 좋아하지 않아서 싫어하는 쪽에 가까운 것 같아요. 그래서 물을 계속 마셔주고. 수시로 조금씩 많이 마셔주는 편인데. 그래서 예전에는 정말 물을 너무 많이 마셔서 화장실을 너무 자주 가게 된다거나 이런 적도 꽤 있기는 했어요. 예전에 제가 물을 얼마나 하루에 마셨는지 체크하는 어플을 했었는데 보통 하루에 제가 (1 . 5 리터)/(일 점 오 리터)씩 마시는데 많이 마실 때는 (2 리터)/(이 리터). (2 . 5 리터)/(이 점 오 리터) 진짜 많이 마실 땐 (3 리터)/(삼 리터) 이렇게까지도 마시더라고요. 그런 날에는 뭔가 활동을 많이 했다거나 땀을 많이 흘렸다거나 그런 날이었던 것 같아요.
segment_audio\09_01_032241_211015_SD_seg005.wav,근데 보면 제가 도도씨보다 화장실을 더 많이 가는 것 같거든요. 그런 걸 보면 제가 아무래도 커피를 물보다 많이 마시기 때문에 이뇨 작용이 더 활발하게 이루어져서 그런 것 같아요. 결국에 아무리 많은 커피를 마셔도 물 한 잔 마시는 것보다 못할 것 같은데. 머리로는 잘 알고 있는데 진짜 실천하기가 쉽지가 않네요.
segment_audio\09_01_032241_211015_SD_seg006.wav,맞아요. 제가 그런 이뇨 작용 때문에. 커피나 차종류 이런 거를 차종류는 그래도 가끔 마시긴 하지만 그래도 생수를 많이 마시는 이유가. 그것 때문이에요.
segment_audio\09_01_032251_211017_SD_seg000.wav,안녕하세요. 오늘은 반려동물에 대해서 궁금해하시는 분들한테 키우고 있는 강아지에 대해서 정보를 좀 주시면 제가 알려드리고 싶어서요 강아지는 지금 몇 살인가요.
segment_audio\09_01_032251_211017_SD_seg001.wav,두 살이요.
segment_audio\09_01_032251_211017_SD_seg002.wav,네 두 살이면 한창 에너지가 넘칠 시기인 것 같네요 강아지는 일주일에 산책을 몇 번 정도 하나요.
segment_audio\09_01_032251_211017_SD_seg003.wav,일곱 번이요.
segment_audio\09_01_032251_211017_SD_seg004.wav,네. 강아지가 참 좋아하겠네요. (7 번)/(일곱 번)이면 매일매일 한다는 얘기인데 평균 한 번 나가면 몇 분씩 산책을 하나요?
segment_audio\09_01_032251_211017_SD_seg005.wav,(1 시간)/(한 시간) 반이요.
segment_audio\09_01_032251_211017_SD_seg006.wav,네. (1 시간)/(한 시간) 반이요. 운동도 되고. 좋긴 하겠는데 날씨가 굳거나 피곤하거나 컨디션이 안 좋을 때는 이 산책이 참 힘들다고 하더라고요. 그래도 매일 (7 번)/(일곱 번)씩 나가니. 강아지가 참 행복해야 할 것 같네요. 혹시. 강아지가 사료 이외에 잘 먹는 과일이나 야채나 뭐 있는지 한두 가지 알려주시면 감사하겠습니다.
segment_audio\09_01_032251_211017_SD_seg007.wav,사과하고 양배추 잘 먹습니다.
segment_audio\09_01_032251_211017_SD_seg008.wav,네 그렇군요. 사과랑 양배추요 그 정도면 강아지 간식으로 아주 훌륭한 것 같네요. 혹시 강아지가 지금 두 살이 넘었는데. 혈기 왕성해서 에너지가 넘칠 것 같은데요조금 이것만은 힘들다 하는 부분이 있을까요.
segment_audio\09_01_032251_211017_SD_seg009.wav,많이 짖어서 힘듭니다.
segment_audio\09_01_032251_211017_SD_seg010.wav,네 그렇군요. 미처 생각을 못해 볼 수도 있겠지만 강아지가 짖으면 이웃 간에도 그렇고 본인들의 생활에도 조금 영향을 미칠 것 같기는 하네요강아지 이름은 무엇인가요.
segment_audio\09_01_032251_211017_SD_seg011.wav,태리입니다.
segment_audio\09_01_032251_211017_SD_seg012.wav,네 예쁜 이름이네요 혹시 강아지 미용은. 얼마 만에 한 번 하나요. 보통 두 세 달에 한 번 한다고 하던데 어떤가요.
segment_audio\09_01_032251_211017_SD_seg013.wav,두 달에 한 번 정도 합니다.
segment_audio\09_01_032251_211017_SD_seg014.wav,네 두 달에 한번요 확실히 강아지들이 미용을 하면 정말 많이 귀여워지던데안 하려고 생각하다가도 두 달이 지나서 외견상 많이 지저분해지면또 데리고. 미용하러 가게 될 것 같긴 하네요 강아지 털 색깔은 어떤 색인가요.
segment_audio\09_01_032251_211017_SD_seg015.wav,하얀색입니다.
segment_audio\09_01_032251_211017_SD_seg016.wav,하얀색 여 하얀색인데 미용하고 나면 정말 예쁘게 더 훨씬 귀여워질 것 같긴 하네요혹시 강아지. 목욕은. 몇 주에 한 번 정도 하나요.
segment_audio\09_01_032251_211017_SD_seg017.wav,(2 주)/(이 주) 한 번 합니다.
segment_audio\09_01_032251_211017_SD_seg018.wav,그렇군요. (2 주)/(이 주) 한 번 보통 한 달에 한 번 하시는 분들이 많으시던데 (2 주)/(이 주) 한 번 하면 훨씬 더 깨끗하고 청결한 반려견과 함께 지낼 수 있겠네요.
segment_audio\09_01_032254_211017_SD_seg000.wav,사실 강아지를 데려오고 나서 직접 목욕을 시킨 적은 한 번도 없는 걸로 아는데요 예전에 고양이 목욕은 자주 도맡아서 시켰었기 때문에 강아지 목욕 정도는하실 수 있을 것 같은데 어떠세요.
segment_audio\09_01_032254_211017_SD_seg001.wav,할 수는 있겠죠.
segment_audio\09_01_032254_211017_SD_seg002.wav,네 예전에 고양이는 시킨 다음에 헤어드라이어로 말려줬었나요. 그러면 고양이는.물이 물에 닿아서 씻을 때와 말릴 때 어느 쪽이 더 힘든가요.
segment_audio\09_01_032254_211017_SD_seg003.wav,둘 다 힘듭니다.
segment_audio\09_01_032254_211017_SD_seg004.wav,네 지금 태리 같은 경우에는 다행스럽게 얼굴 씻는 거 너무 싫어하는데얼굴 씻을 때도 짓지는 않아요 정말 그거는. 감사한 일인 것 같아요. 묻지도 않고 짓지도 않아서. 물론귀를 많이 털어서 비누랑. 물이 많이 튀기는 하는데 그 정도는 괜찮은 것 같아요 저는 오히려. 드라이기로 말려줄 때가 힘이 들어요강아지가 워낙 소리에 민감하기도 하고 그래서 자연풍으로 말릴 수도 없고. 억지로 헤어드라이기로 말리려면정말 땀이 많이 나거든요 그래도 씻기고 나서 냄새도 좀 덜 나고. 뽀송뽀송해지면 잘 씻겼다. 싶기도 합니다제가 더 꼼꼼하고 그랬으면 얼굴은 케찹병 같은 것에 물을 담아서 아주 살살 무리 없이 조금씩 조금씩 물을 흘러내리면서 씻기는 게 좋을 텐데습관이 안 되어서 그런지 저는 그게 잘 안 되더라고요 그리고 큰 통이나 대야가 있어서 그 안에 물을 받아서 물놀이 하면서 편안하게 세제. 아니 세제가 아니고 강아지 샴프를 풀어놓고 목욕을 시키고 싶은데 그럴 여유가 안 돼서 아직까지는 샤워기로 하고 있어요. 그러면 샴푸를 많이 사용하게 되고 헹굴 때도 시간이 많이 걸려서 그거는. 기회가 있으면 대야에 물받아서 들어가서 목욕하는 방법으로 하고 싶네요 강아지는 칫솔로이도 닦아줘야 한다고 하는데 직접 칫솔로 이 닦아주신 적 있으세요. 없습니다 네. 그리고 지난번 병원에서 진드기 약이랑 뭐 받아 온 것 같아. 던데. 요즘 눈에 안 띄던데요 보신 적 있으세요.
segment_audio\09_01_032254_211017_SD_seg005.wav,찾아보면 나올 것 같습니다.
segment_audio\09_01_032254_211017_SD_seg006.wav,네 다행히 날씨가 많이 선선해져서 지금 당장. 급한 건 아닌 것 같네요 그럼.
segment_audio\09_01_032257_211017_SD_seg000.wav,오늘 강아지 산책 코스는 어디서부터 어디였던가요.
segment_audio\09_01_032257_211017_SD_seg001.wav,아파트 북문에서 벽산 블루밍 아파트 입구까지 돌아서 왔습니다.
segment_audio\09_01_032257_211017_SD_seg002.wav,네. 그러면 그리 멀지 않은 것 같은데 (1 시간)/(한 시간) 반이나 걸렸어요.
segment_audio\09_01_032257_211017_SD_seg003.wav,돌아올 때는 북문으로 오지 않고 정문 쪽으로 다시 들어옵니다.
segment_audio\09_01_032257_211017_SD_seg004.wav,그렇군요. 그러면 조금 더 시간이 걸리기는 하겠네요 저랑 다닐 때는 그쪽으로 돌아서 산에도 올라갈 때도 있고아니면 저쪽 초등학교 쪽으로 갈 때도 있는데 많이 흥분해서 짓고 그러던데 요즘도 산책 나갈 때마다 지어서. 곤란하실 때가 있으세요.
segment_audio\09_01_032257_211017_SD_seg005.wav,바깥에서는 그런 적 없습니다.
segment_audio\09_01_032257_211017_SD_seg006.wav,정말요 다행이네요 저랑 나갔을 때는 가끔 흥분해서인지 지을 때도 있거든요 특히 자기 친구들 만났을 때요그런데 사실 가장 걱정이고. 신경 쓰이는 것은 집안에서 짖어서. 그게 문제인데요 목에 진동이 오는 목걸이를 차는 방법도 해봤고나름 혼도 내보고 하는데 진정이 잘 안 돼서 강아지 지음 때문에 곤란한 적이 많아요.낮에 피곤할 때 잠깐 쉬고 싶어도 강아지는 나가고 싶어서 그런지 관심을 가져달라는 건지 계속 짖어대거든요. 제가 만약 처음 반려견을 데리고왔다면. 무엇보다 지즘에 대해서 많이 알아보고 천천히 더 공부하고 학습을 시킬 것 같아요 다행스럽게도 물지는 않고 입질도 안 하는 편이라 강아지 입속에 손가락 넣는 게 전혀 무섭거나두렵지 않은데 혹시. 저희한테는 그러지만 밖에 나갔을 때 유사 시에 어떤 일이 벌어질지도 몰라서 짖으면 흥분을 하게 되고조금 민폐를 끼치는 것 같아서 참 힘든 부분이네요. 또 하나 알러지가 있다고 들었는데. 제가 보기에도 눈물이 색깔이 맑지가 않아서 털 색깔이 변할 정도거든요제가 아주 구체적으로 사료를 구별해서 선별해서 하나씩 먹이고. 그 원인을 찾는 거는 못 해봤는데 어떤 걸 먹여야 될지 계속 저렇게 눈물이 많이 흐르면 정말 속상할 것 같아요요즘도 눈물이 조금 적어졌거나. 색깔이 희미해졌다거나 그런 걸 느끼실 때가 있나요 아니면 요즘도 변함이 없나요.
segment_audio\09_01_032257_211017_SD_seg007.wav,조금 약해진 것 같아요.
segment_audio\09_01_032257_211017_SD_seg008.wav,다행이네요. 조금이라도 약해졌으면 가능성이 있는 거니까. 희망이 보이네요. 오늘은 피곤한지 지금 조용히 있네요.
segment_audio\09_01_032263_211017_SD_seg000.wav,제가 알기로는 자녀분이 지금 중학생인가. 고등학생인 걸로 알고 있는데요 요즘에 학생들이 워낙 바쁘고 코로나 코로나 시대에 등교할 때도 있고 집에서 줌으로 수업을 할 때도 있고 불규칙한 생활이 계속되고 있는데 자녀분에게. 특별히 이것만은 좀 해줬으면 좋겠다라는 게 있으면 말씀 좀 해 주시겠어요.
segment_audio\09_01_032263_211017_SD_seg001.wav,규칙적인 생활을 했으면 좋겠습니다.
segment_audio\09_01_032263_211017_SD_seg002.wav,네. 규칙적인 생활요 참 이거는 저도 쉽지 않은데요 학생들은 코로나 시대에 워낙 들쑥날쑥 등교를 하고요즘에는 줌 수업도 조금 자리를 잡아가고 있긴 한데 학생들도 참 어려움이 많을 것 같네요 저 같은 경우는 규칙적인 생활은 스스로 하기는 힘들고어떤 일을 하거나 약속을 하거나 그런 경우에 시간을 지켜서 꼭 가야 되는 경우에는지키고. 그 외에는 저도 참 힘든 것 같아요 가장 중요한 게 규칙적인 생활이라는데 예를 들면 숙면을 취하거나 몸이 안 좋거나 다이어트를 하거나 스트레스를 많이 받거나 그런 경우에도 규칙적인 생활이 가장 중요하다고 합니다. 그중에서도 규칙적인 수면 패턴을 갖는 게 필요하다고 하네요 요즘 수면 시간은 어느 정도인가요.
segment_audio\09_01_032263_211017_SD_seg003.wav,(4 시간)/(네 시간) 반 정도예요.
segment_audio\09_01_032263_211017_SD_seg004.wav,네 참 짧은 수면 시간이신 것 같은데 여기서 어떤 요인이 이런 수면 시간을 갖게 하고 있나요.
segment_audio\09_01_032263_211017_SD_seg005.wav,퇴근 시간이 늦습니다.
segment_audio\09_01_032263_211017_SD_seg006.wav,그러시군요 그러면 그 퇴근 시간을 어떻게든 조금이라도 일찍 귀가할 수 있게 어떤 방법이 없을까요.
segment_audio\09_01_032263_211017_SD_seg007.wav,찾아봐야 되겠죠.
segment_audio\09_01_032263_211017_SD_seg008.wav,네. 그 외에 귀가 후에 또 어떤 요인이 수면에 조금 방해가 되나요.
segment_audio\09_01_032263_211017_SD_seg009.wav,강아지 산책이요.
segment_audio\09_01_032263_211017_SD_seg010.wav,그렇군요 강아지는 너무 행복해 하겠지만 산책 시키기가 정말 쉬운 일은 아니죠. 그런데 그렇게 수면 시간을 줄이면서까지 강아지 산책을 매일 시키는 이유가 있으신가요.
segment_audio\09_01_032263_211017_SD_seg011.wav,그렇게라도 하지 않으면 산책을 시킬 수가 없어요.
segment_audio\09_01_032263_211017_SD_seg012.wav,네. 산책시킬 짬이 없어서 결국 수면 시간을 강아지 산책 시간에 맞춰서그런 측면 패턴을 가질 수밖에 없게 되었나 봅니다 앞으로 강아지가 산책 시간이 매일 조금씩 줄어들면 어떤 반응을 보일 것 같나요.
segment_audio\09_01_032263_211017_SD_seg013.wav,스트레스를 많이 받을 것 같습니다.
segment_audio\09_01_032263_211017_SD_seg014.wav,네 강아지가 아빠하고만 이렇게 늘 산책을 다녀서 그것도 최소한 한 시간 이상. 한 시간 반 이렇게 다녀버릇해서.
segment_audio\09_01_032273_211020_SD_seg000.wav,나는 성형에 대해서는 별로 하고 싶다거나 이런 생각은 안 했지만. 피부과 시술 면에 있어서는 굉장히 좀 적극적으로 했던 시기가 있었거든. 왜 (30 대)/(삼 십 대) 중반쯤 됐을 때 갑자기 그 피부에 대해서 관심이 생기고.
segment_audio\09_01_032273_211020_SD_seg001.wav,수입도 어느 정도 안정적이다 보니까 그런 쪽에 관심이 생기더라고. 그래서 (30 대)/(삼 십 대)에는 피부과를 굉장히 열심히 다녔던 것 같아.
segment_audio\09_01_032273_211020_SD_seg002.wav,주변에 내 지인들도 피부과에 패키지처럼 끊어가지고 마사지는 몇 회고 레이저 시술은 몇 회고. 해서 피부과 패키지를 끊는 분들도 꽤 많이 있더라.
segment_audio\09_01_032273_211020_SD_seg003.wav,"이게 가면 상담을 하는데 그분이 딱 얼굴을 이렇게 찬찬히 뜯어본단 말이지. 그리고 난 다음에 내가 평소에 조금 고민이 있었지만 절대 입 밖으로 내고 싶지 않았던 그런 문제점들을 하나하나 집어내는 거야. 그러면서 그 문제점이 해결해 질 수 있는, 해결될 수 있는 방법들을 이렇게 제안을 하니까 혹하지 않을 수가 없더라니까."
segment_audio\09_01_032273_211020_SD_seg004.wav,"정말 혹할 것 같애. 처음에는 살짝 기분이 나쁠 수도 있을 것 같은데. 어, 내 얼굴에 이런 이런 주름이라던가 기미, 주근깨 이런 부분 이야기하고 점을 뺄 거, 요런요런 부분 얘기를 하면 살짝 기분이 나쁠 수 있을 것 같은데. 또 솔루션을 함께 제안해 주면 혹하겠다."
segment_audio\09_01_032273_211020_SD_seg005.wav,맞아. 그리고 이 피부과라는 게 하나만 해서 효과가 없고. 이것과 저것을 같이 했을 때 훨씬 큰 시너지 효과가 있습니다라고 하면 패키지로 이걸 그 예약을 할 수밖에 없다니까.
segment_audio\09_01_032273_211020_SD_seg006.wav,그러면 그렇게 해서 너가 피부과에서 해봤던 시술은 어떤 어떤 게 있는 거야?
segment_audio\09_01_032273_211020_SD_seg007.wav,내가 제일 신경이 쓰였던 게 모공이거든. 모공이 자꾸 넓어지는 것 같은 그런 신경이 쓰이다 보니까 화장할 때도 거울 안에서 내 모공 크기만 보이는 거야. 그래서 모공을 조금 조여줄 수 있는 그런 시술이 있다는 소리를 듣고 피부과에 갔더니. 레이저 시술을 권하더라고. 그리고 레이저 시술만 했을 때와 그 이후에 그 기미라고 해야 되나.피부의 색 자체를 좀 환하게 해주는 이 시술을 같이 하면 효과가 훨씬 극대화된다라고 하니까 이 두 개를 같이 하게 되는 거지. 그래서 이게 한 번으로 효과가 나지를 않고. 여러 차례 자극을 줘야 된다는 거지. 이 레이저 시술도 기본이 (3 회)/(삼 회)에서 (5 회)/(오 회) 정도를 해야 효과가 나는 거고. 그리고
segment_audio\09_01_032273_211020_SD_seg008.wav,그 기미라고 해야 되나. 피부 톤을 잡아주는 이런 시술도 기본이 (10 번)/(열 번) 정도이거든. 그러니까 이게 패키지로 들어가고. 효과가 당연히 있겠지. 그러다 보면 심화 단계로 넘어가는 거야. 피부 재생술이라 그래서 이 모공을 좁혀준 다음에 새 살이 차오르게 해서 그 삶은 달걀처럼 매끈하게 해지는 그런 시술이 또 있더라.
segment_audio\09_01_032273_211020_SD_seg009.wav,"시술의 세계가 정말 다양한 것 같다. 나는 레이저 시술이나 보톡스, 필러 정도는 들어봤지만 피부 재생술, 이런 거는 들어본 적이 없어. 내가 별로 그런 쪽에 관심이 없어서 그랬는지 모르겠는데. 그러면 그렇게 레이저 시술 (3 회)/(삼 회). (3 회)/(삼 회)에서 (5 회)/(오 회) 그리고 다른 것도 피부의 톤을 환하게 하는 그런 것도 하다고 보면 비용이 만만치 않을 것 같은데 비용은 어느 정도 수준이야?"
segment_audio\09_01_032273_211020_SD_seg010.wav,거의 그 횟수에 따라 달라지기는 하는데 (150)/(백 오 십)에서 (200)/(이 백) 정도 이렇게 잡아야 되고. (3 개 월)/(삼 개월)에서 (6 개월)/(육 개월) 정도 기간도 좀 길지. 레이저는 바로바로 할 수 있는 게 아니라 (2 3 주)/(이 삼 주)에 한 번씩 해야지 피부가 너무 자극에 노출이 돼도 좋지 않거든. 그리고 그 피부 재생이라는 건 처음에는 연예인 주사라고 해서 소문이 났었거든.
segment_audio\09_01_032274_211020_SD_seg000.wav,나도 그런 연예인 주사라던지 신데렐라 주사? 이런 거 전혀 생소하고 몰랐던 건데. 일단 피부과에 가장 저렴한 보톡스 시술 이것 때문에 방문했다가 그 코디네이터라고 해야 되나. 상담사한테 한 번 걸리면 온갖 시술을 다 설명을 듣고 그 낚시에 걸린다니까.
segment_audio\09_01_032274_211020_SD_seg001.wav,그런데 비싼 비용을 지불하고라도 효과만 있고 내가 만족한다면 괜찮은 거잖아. 그럼 너는 우선 (3)/(삼)에서 (6 개월)/(육 개월) 정도를 꾸준히 그 피부과를 가고 그 패키지 이 상품을 다 경험하고 난 후에 그 코디네이터가 처음에 상담했던 대로 만족했어?
segment_audio\09_01_032274_211020_SD_seg002.wav,처음 했을 때는 만족도가 굉장히 높았어. 물론 내가 많이 그 부분에 있어서 좀 조심한 것도 있지. 레이저 때문에 피부가 이 자외선에 굉장히 민감해져 있기 때문에 양산과 그리고 그 (u v)/(유 브이) 차단을 해주는 선크림을 반드시 바르고 외출을 한다거나. 그리고 비타민은 절대 끊임없이 먹어주고. 아침 저녁으로 그리고 그 얼굴에 팩을 해준다거나. 이건 좋아질 수밖에 없지. 내가 시술을 안 했어도 그렇게 자주 팩을 하고 비타민을 먹으면 얼굴이 환해질 수밖에 없긴 하겠더라. 그런데 시술 후에 그 후관리가 굉장히 중요하다는 소리를 듣고 정말 병적으로 관리를 했지. 그리고 첫 번째 시술이 끝나고 나서 너무 만족스러운 게 화장을 딱 하고 나니까. 정말 모공이 깨 깨끗하고 기미 같은 것도 없어진 것 같고. 그래서 (1 년)/(일 년) 있다가 다시 방문하게 되는 거야. 재방문하게 되면 기존에 했던 시술과 새로 나온 시술 아니면 업그레이드돼 있는 기계를 또 권해주더라니까.
segment_audio\09_01_032274_211020_SD_seg003.wav,"그러면 이게 한 번 해서는 끝나는 게 아니라, 한 번씩 주기적으로 (1 년)/(일 년)마다 한 번이든 (2 년)/(이 년)마다 한 번이든 계속 애프터 서비스를 받아야만 그 효과가 계속 계속 오래 유지되는 거구나."
segment_audio\09_01_032274_211020_SD_seg004.wav,왜냐하면 내 피부가 계속 노화가 되니까. 그 시술 이후에 상태를 쭉 유지될 수는 없는 거잖아. 햇수가 지나고 또 약간 관리가 소홀해지면 처음에 피부 상태로 돌아가잖아. 그렇게 되면 그 병원에 갔다 왔을 때의 상태가 자꾸 생각이 나는 거지. 내 성형도 중독이 되듯이 피부과도 그렇게 중독이 되는 거고. 일단 경제적으로 내가 여유가 있다면 못 쓸 돈도 아니다라는 그런 객기도 부리게 되고. 그래서 찾아봤더니 그 다음에 내가 권유를 받았던 게 그 연예인 주사거든. 이건 자가혈이라고 해야 되나. 그 내 피를 뽑아가. 자가혈재생술이라고 그래서 처음에 주사로 피를 뽑아 가는 거야. 피부과에서 정말 이런 것도 하나 싶었는데. 그 혈액을 원심 분리기에 넣어서 혈청하고 적혈구를 분리한 다음에 나온 혈청을 내 피부에다가 주사를 넣는 거래. 그러면 전혀 약품이 들어가지 않고 내 혈액을 다시 내 몸속에 넣는 거니까 부작용도 전혀 없고 말이야. 이게 피부도 재생을 해주지만 보니까 두피라고 해야 되나. 두피의 상태도 좋아지게 해서 탈모 치료에도 사용이 되고 있고. 그리고 정형외과에서 이 무릎이라던지 이런 관절 치료에도 사용되는 시술이라고 하더라고.
segment_audio\09_01_032274_211020_SD_seg005.wav,자가혈 재생술? 정말 의학 기술이 많이 발달한 것 같구나. 사실 우리가 보톡스나 필러 같은 건 외부 물질을 우리 피부에 주입하는 거잖아. 그래서 면역 반응이 생길 지 할 수도 있고 내 몸에서 거부 반응이 생길 수 있는데. 내 혈액 속의 혈청을 분리해서 다시 내게 집어넣는 거니까 그런 거부 반응과 면역 반응은 일어나지 않겠네. 그런데 놀랍다. 혈청이라는 것이 피부를 더 어리게 재생시켜준다는 그런 기능을 한다는 거잖아.
segment_audio\09_01_032274_211020_SD_seg006.wav,일단 내 얼굴 피부에서 부족한 부분을 채워주는 거잖아.
segment_audio\09_01_032275_211017_SD_seg000.wav,강원도 사람들이 있잖아요. 거기에 사는 사람들은 제가 우리 아버님만 봐도 알 수 있는데 설날이 되면 설날 하루 전날에 만두를 빚어요.
segment_audio\09_01_032275_211017_SD_seg001.wav,강원도 사람들은 만두를 빚어 먹어.
segment_audio\09_01_032275_211017_SD_seg002.wav,네 그래서 설날에는 보통 우리는 떡국을 먹지만 지역에 따라서 조금씩 풍습이 다른 걸 저는 결혼을 하고 나서야 알았는데 만두 제사라고 하는 걸 따로 하시더라고요.
segment_audio\09_01_032275_211017_SD_seg003.wav,신선하다. 만두 제사라는 거 나는 들어본 적이 없어.
segment_audio\09_01_032275_211017_SD_seg004.wav,설날 전전날에 가족들이 다 모여서 여러 가지 재료들을 전부 다 손질을 해서 깔끔하게 다짐을 하거든요. 그리고 나서 밀가루 반죽을 해서 납작하게 빚은 만두피 안에다가 아내 만두 소를 엄청 꽉 꽉 채워 넣어요. 그러면 시중에 파는 것보다도 훨씬 맛있어요. 단지 그걸 만드는 게 너무 힘이 드는 거죠. 그래서 그걸 먼저 제사상에 올리고 그다음 날에 설날 아침에는 차례를 모시더라고요.
segment_audio\09_01_032275_211017_SD_seg005.wav,음 그렇구나 그런데 만두를 빚는다는 건 정말 보통 정성이 아닌 것 같아 우리 집에서도 워낙 만두를 좋아하니까 한 번씩 만두 빚어서 먹거든 사 먹는 거랑은 사실 비교가 안 되지. 그런데 아주 아주 만두를 좋아하지만 그 만드는 과정이 너무 힘들어서 나는 엄마한테 만두 웬만하면 만들지 말자고 그래 응.
segment_audio\09_01_032275_211017_SD_seg006.wav,예전에 어르신들 같은 경우는 지금 우리 세대보다는 먹거리가 풍족하지 않았다 보니까 직접 뭔가를 재배를 하고 만들어서 드셨던 게 아무래도 습관이 되어 있으신 것 같아요 저는 만두를 그다지 좋아하지 않는데 우리 집 식구들은 보면 그걸 먹는 걸 엄청 반기더라고요. 그래서 만드는 사람이 따로 있고 먹는 사람이 따로 있나라는 생각이 들 정도로 처음엔 좀 힘들었어요.
segment_audio\09_01_032275_211017_SD_seg007.wav,그럴 수 있었겠다. 만두랑 조금 친해져 보지.
segment_audio\09_01_032275_211017_SD_seg008.wav,언니 같으면 만두랑 친해지고 싶었을까요.
segment_audio\09_01_032275_211017_SD_seg009.wav,난 만두 좋아하니까 만두쟁이라서 만들 때 조금 힘들긴 하지만 한꺼번에 여러 개를 만들잖아. 그렇게 해서 소분해서 냉동실에 넣어놨다가 조금씩 조금씩 꺼내서 먹으면 나는. 만두는 언제라도 환영.
segment_audio\09_01_032275_211017_SD_seg010.wav,그. 만드는 양이 남다르거든요. 기억나죠 언니 빨간색 고무로 되어 있는 그런 어떤 큰 소쿠리 같은 걸 그 안에그냥 원래의 물건 원래의 그런 식자재가 아니라 그런 식자재들을 전부 다 촘촘하게 모두 다져서 산처럼 가득하게 만든 소를 앙꼬로 쳐 놓는다라고 생각을 하면은요 그 만두소를 다지는데 꼬박 하루가 걸려요.
segment_audio\09_01_032275_211017_SD_seg011.wav,그렇지 내가 아는 어떤. 언니도 항상 그 집은 명절 때 만두를 빚더라 그런데 일주일 전부터 재료를 준비하는 거야 그 집도 만두 만드는 양이 어마어마했어.
segment_audio\09_01_032275_211017_SD_seg012.wav,만두를. 소를 먼저 빚어놓고 그리고 시간이 되면 할 수 있지만 그 시간이 안 되면. 사실 그 다음 날까지. 만두를 모양을 내고 속을 채워넣는 작업을 해요 그런데 양이 얼마나 많은지 냉장고에 냉동실 한 칸이 다 모자라서. 심지어는 다른 냉장고가 두 대가 더 여유가 있다 보니까 나머지 냉장고 안에 모두 채워진다니까요.
segment_audio\09_01_032275_211017_SD_seg013.wav,그러면 그걸 언제 다 먹어.
segment_audio\09_01_032275_211017_SD_seg014.wav,그걸 당일에 다 먹지 않고요. 며느리들은 빚고요. 딸들은 와서 먹고요. 그렇게 했던 것 같아요.
segment_audio\09_01_032275_211017_SD_seg015.wav,전형적인 시대 풍경이다.
